Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
SGRP,"SPAR Group, Inc.",0.9012,18610414.44,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sgrp
SGRY,"Surgery Partners, Inc.",14.76,721795261.7,n/a,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sgry
SGU,"Star Group, L.P.",9.74,520046261.6,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sgu
SGYP,"Synergy Pharmaceuticals, Inc.",0.452,112091026.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sgyp
SGZA,"Selective Insurance Group, Inc.",24.65,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sgza
SHAK,"Shake Shack, Inc.",50.85,1884515035,n/a,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak
SHBI,Shore Bancshares Inc,16.35,208434263.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi
SHEN,Shenandoah Telecommunications Co,42.86,2124085711,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen
SHG,Shinhan Financial Group Co Ltd,38.43,18223490128,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shg
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",45.31,4904270123,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi
SHIP,Seanergy Maritime Holdings Corp,0.8201,31322364.69,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,0.076,0,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipw
SHLO,"Shiloh Industries, Inc.",8.29,193974103.9,n/a,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo
SHLX,"Shell Midstream Partners, L.P.",19.63,4393425261,n/a,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx
SHO,"Sunstone Hotel Investors, Inc.",15.18,3464790401,n/a,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",25.19,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",24.96,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^f
SHOO,"Steven Madden, Ltd.",33.09,4348021632,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/shoo
SHOP,Shopify Inc.,149.54,14129638319,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.42,54939159.44,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shos
SHPG,Shire plc,180.885,12259221848,67773568,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/shpg
SHSP,"SharpSpring, Inc.",13.22,112541952.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp
SHV,iShares Short Treasury Bond ETF,110.305,15961133500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shv
SHW,Sherwin-Williams Company (The),415.34,38886754503,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw
SHY,iShares 1-3 Year Treasury Bond ETF,82.84,15723032000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shy
SIBN,"SI-BONE, Inc.",18.54,1248996398,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sibn
SIC,"Select Interior Concepts, Inc.",8.85,0,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sic
SID,National Steel Company,2.58,3560695531,n/a,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/sid
SIEB,Siebert Financial Corp.,13.485,366214680.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb
SIEN,"Sientra, Inc.",19.34,549790847.7,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/sien
SIF,"SIFCO Industries, Inc.",4.78,27203763.92,n/a,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/sif
SIFI,"SI Financial Group, Inc.",13.5,162441909,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi
SIFY,Sify Technologies Limited,1.35,34300712.25,25407935,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify
SIG,Signet Jewelers Limited,60.09,3119329346,n/a,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/sig
SIGA,SIGA Technologies Inc.,5.33,421923109.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/siga
SIGI,"Selective Insurance Group, Inc.",65.57,3861350746,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sigi
SILC,Silicom Ltd,42.35,319810980,n/a,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc
SILV,SilverCrest Metals Inc.,2.65,196303864.5,n/a,2018,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/silv
SIM,"Grupo Simec, S.A. de C.V.",8.8426,1467014496,n/a,1993,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sim
SIMO,Silicon Motion Technology Corporation,37.85,1364129746,36040416,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo
SINA,Sina Corporation,64.25,4591977569,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina
SINO,"Sino-Global Shipping America, Ltd.",1.25,16369418.75,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sino
SINT,"SiNtx Technologies, Inc.",0.2625,3115843.238,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sint
SIR,Select Income REIT,19.92,1782934700,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sir
SIRI,Sirius XM Holdings Inc.,6.19,27493804320,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri
SITC,SITE Centers Corp.,12.04,2223495645,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,23,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^a
SITC^J,SITE Centers Corp.,22.6993,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^j
SITC^K,SITE Centers Corp.,21.75,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",64.73,2643256606,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site
SITO,"SITO Mobile, Ltd.",1.51,38410679.36,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sito
SIVB,SVB Financial Group,250.54,13341318888,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sivb
SIX,Six Flags Entertainment Corporation New,58.02,4898012718,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six
SJI,"South Jersey Industries, Inc.",32.36,2766981182,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji
SJIU,"South Jersey Industries, Inc.",51.81,0,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sjiu
SJM,J.M. Smucker Company (The),110.92,12615770155,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/sjm
SJR,Shaw Communications Inc.,18.76,9097318992,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sjr
SJT,San Juan Basin Royalty Trust,5.31,247492706.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sjt
SJW,SJW Group,62.67,1292955487,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sjw
SKIS,"Peak Resorts, Inc.",5.1,71310240,n/a,2014,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/skis
SKM,"SK Telecom Co., Ltd.",26.59,16914392457,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/skm
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,48.5021,60627673.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skor
SKT,"Tanger Factory Outlet Centers, Inc.",23.69,2224657635,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/skt
SKX,"Skechers U.S.A., Inc.",29.66,4687572286,n/a,1999,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,25.56,1443509997,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sky
SKYS,"Sky Solar Holdings, Ltd.",0.5906,8468774.634,14339273,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys
SKYW,"SkyWest, Inc.",57.99,3020012788,n/a,1986,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/skyw
SKYY,First Trust Cloud Computing ETF,53.73,1877863607,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skyy
SLAB,"Silicon Laboratories, Inc.",86.4,3728021242,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/slab
SLB,Schlumberger N.V.,51.58,71428077360,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SLCA,"U.S. Silica Holdings, Inc.",14.47,1121588048,n/a,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/slca
SLCT,"Select Bancorp, Inc.",12.33,237921171.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/slct
SLDB,Solid Biosciences Inc.,32.29,1144114133,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sldb
SLF,Sun Life Financial Inc.,37,22320907379,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/slf
SLG,SL Green Realty Corp,95.27,8123742066,n/a,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,24.675,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slg^i
SLGL,Sol-Gel Technologies Ltd.,7.2,136439769.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/slgl
SLGN,Silgan Holdings Inc.,25.02,2767659758,n/a,1997,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/slgn
SLIM,The Obesity ETF,35.6182,3561855.618,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slim
SLM,SLM Corporation,10.6,4618011412,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slm
SLMBP,SLM Corporation,67.952,271808000,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slmbp
SLNO,"Soleno Therapeutics, Inc.",2.19,46896368.73,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slno
SLNOW,"Soleno Therapeutics, Inc.",0.13,0,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slnow
SLP,"Simulations Plus, Inc.",20.95,363798509.8,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/slp
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,49.33,1415771000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slqd
SLRC,Solar Capital Ltd.,21.04,889167779,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/slrc
SLS,"SELLAS Life Sciences Group, Inc. ",1.865,36502839.32,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls
SLTB,Scorpio Bulkers Inc.,25.43,0,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sltb
SLVO,Credit Suisse AG,6.5999,5609915,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo
SM,SM Energy Company,23.15,2596104686,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm
SMAR,Smartsheet Inc.,25.73,2643910439,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smar
SMBC,"Southern Missouri Bancorp, Inc.",33.78,303904607.5,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/smbc
SMBK,"SmartFinancial, Inc.",20.75,263620055.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smbk
SMCP,AlphaMark Actively Managed Small Cap ETF,24.5852,24585200,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/smcp
SMED,Sharps Compliance Corp.,4,64328084,n/a,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed
SMFG,Sumitomo Mitsui Financial Group Inc,7.9,55126461135,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg
SMG,Scotts Miracle-Gro Company (The),78.2,4334901968,n/a,1992,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/smg
SMHI,SEACOR Marine Holdings Inc.,17.29,353435091.1,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/smhi
SMI,Semiconductor  Manufacturing International Corporation,4.12,4152044330,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/smi
SMIT,"Schmitt Industries, Inc.",2.73,10905107.85,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/smit
SMLP,"Summit Midstream Partners, LP",15.13,1109872876,n/a,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/smlp
SMM,Salient Midstream & MLP Fund,9.35,165704888.8,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/smm
SMMF,"Summit Financial Group, Inc.",20.8,259382947.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smmf
SMMT,Summit Therapeutics plc,1.52,9518942.24,6262462,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/smmt
SMP,"Standard Motor Products, Inc.",55.18,1237776681,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/smp
SMPL,The Simply Good Foods Company,19.89,1608091543,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/smpl
SMRT,"Stein Mart, Inc.",2.05,98253322.5,n/a,1992,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/smrt
SMSI,"Smith Micro Software, Inc.",2.2,55059683.8,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi
SMTA,Spirit MTA REIT,11.52,495369930.2,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/smta
SMTC,Semtech Corporation,48.55,3215081838,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/smtc
SMTS,Sierra Metals Inc.,2.55,416739704.3,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/smts
SMTX,SMTC Corporation,3.76,86785605.28,n/a,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx
SN,Sanchez Energy Corporation,1.38,120802147.4,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sn
SNA,Snap-On Incorporated,161.64,9080204587,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna
SNAP,Snap Inc.,7.02,9090331492,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap
SNBR,Sleep Number Corporation,40.33,1339601280,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr
SNCR,"Synchronoss Technologies, Inc.",6.2,264492415.4,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/sncr
SND,"Smart Sand, Inc.",3.265,135824352.6,n/a,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd
SNDE,Sundance Energy Australia Limited,5.8783,7729382.548,1314901,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde
SNDR,"Schneider National, Inc.",23.13,4093981504,n/a,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/sndr
SNDX,"Syndax Pharmaceuticals, Inc.",5.48,136101011.5,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sndx
SNE,Sony Corp Ord,54.41,69041294781,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne
SNES,"SenesTech, Inc.",0.8451,19796710.04,n/a,2016,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/snes
SNFCA,Security National Financial Corporation,5.825,97036886.73,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca
SNGX,"Soligenix, Inc.",1.14,20158436.46,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngx
